lesson_id,topic_id,course_id,track_id,profession_id,faculty_id
26873947-8abc-4d0c-9658-2cee4308ba25,911b023a-8297-45e4-8059-5e32b2f1bc55,87fe147d-7e6f-49b1-9e52-41d56c6f8723,925efbe0-eac9-4020-aacd-238535cfc93f,809f5bef-b66e-489c-b9df-79816a009fda,81145820-8628-4f10-b9df-19678ce626d4
60c4ca82-f50b-4a92-be54-f5e655a172ba,911b023a-8297-45e4-8059-5e32b2f1bc55,87fe147d-7e6f-49b1-9e52-41d56c6f8723,925efbe0-eac9-4020-aacd-238535cfc93f,809f5bef-b66e-489c-b9df-79816a009fda,81145820-8628-4f10-b9df-19678ce626d4
3c03d8ac-5932-4068-8527-0fffd32a80b0,911b023a-8297-45e4-8059-5e32b2f1bc55,87fe147d-7e6f-49b1-9e52-41d56c6f8723,925efbe0-eac9-4020-aacd-238535cfc93f,809f5bef-b66e-489c-b9df-79816a009fda,81145820-8628-4f10-b9df-19678ce626d4
9445d536-cee6-43dc-b167-e7179141dce1,911b023a-8297-45e4-8059-5e32b2f1bc55,87fe147d-7e6f-49b1-9e52-41d56c6f8723,925efbe0-eac9-4020-aacd-238535cfc93f,809f5bef-b66e-489c-b9df-79816a009fda,81145820-8628-4f10-b9df-19678ce626d4
406b322a-c878-4910-9e8c-9e37271c6683,911b023a-8297-45e4-8059-5e32b2f1bc55,87fe147d-7e6f-49b1-9e52-41d56c6f8723,925efbe0-eac9-4020-aacd-238535cfc93f,809f5bef-b66e-489c-b9df-79816a009fda,81145820-8628-4f10-b9df-19678ce626d4
85f8947f-fa62-46a4-8131-9889ec083bcc,911b023a-8297-45e4-8059-5e32b2f1bc55,87fe147d-7e6f-49b1-9e52-41d56c6f8723,925efbe0-eac9-4020-aacd-238535cfc93f,809f5bef-b66e-489c-b9df-79816a009fda,81145820-8628-4f10-b9df-19678ce626d4
5d681c8d-616e-4602-ba21-8ab0655fd8b5,911b023a-8297-45e4-8059-5e32b2f1bc55,87fe147d-7e6f-49b1-9e52-41d56c6f8723,925efbe0-eac9-4020-aacd-238535cfc93f,809f5bef-b66e-489c-b9df-79816a009fda,81145820-8628-4f10-b9df-19678ce626d4
17973ae9-3a69-437f-9c47-96c82bfc47de,8cbf24a2-fbc9-4593-b4ff-eb0e35b7f15f,879bd259-b0a6-442f-87c0-9be00bce4968,925efbe0-eac9-4020-aacd-238535cfc93f,809f5bef-b66e-489c-b9df-79816a009fda,81145820-8628-4f10-b9df-19678ce626d4
b8527d8e-96d6-4cdc-8121-b005b90d60e9,8cbf24a2-fbc9-4593-b4ff-eb0e35b7f15f,879bd259-b0a6-442f-87c0-9be00bce4968,925efbe0-eac9-4020-aacd-238535cfc93f,809f5bef-b66e-489c-b9df-79816a009fda,81145820-8628-4f10-b9df-19678ce626d4
0814e840-987b-40b6-9c3d-2622aed489b3,8cbf24a2-fbc9-4593-b4ff-eb0e35b7f15f,879bd259-b0a6-442f-87c0-9be00bce4968,925efbe0-eac9-4020-aacd-238535cfc93f,809f5bef-b66e-489c-b9df-79816a009fda,81145820-8628-4f10-b9df-19678ce626d4
be9d43f9-4fe3-485d-afaf-8fe382b259a0,8cbf24a2-fbc9-4593-b4ff-eb0e35b7f15f,879bd259-b0a6-442f-87c0-9be00bce4968,925efbe0-eac9-4020-aacd-238535cfc93f,809f5bef-b66e-489c-b9df-79816a009fda,81145820-8628-4f10-b9df-19678ce626d4
3f8a33f9-b064-4eae-9f6f-fff9e9bf30d4,8cbf24a2-fbc9-4593-b4ff-eb0e35b7f15f,879bd259-b0a6-442f-87c0-9be00bce4968,925efbe0-eac9-4020-aacd-238535cfc93f,809f5bef-b66e-489c-b9df-79816a009fda,81145820-8628-4f10-b9df-19678ce626d4
81efa8eb-74e5-40cb-bf51-ebcf7dab6a86,8cbf24a2-fbc9-4593-b4ff-eb0e35b7f15f,879bd259-b0a6-442f-87c0-9be00bce4968,925efbe0-eac9-4020-aacd-238535cfc93f,809f5bef-b66e-489c-b9df-79816a009fda,81145820-8628-4f10-b9df-19678ce626d4
e729f9ae-a19a-4e2b-851f-4fa1e4a7f1d9,640c5b55-1e9a-465c-b356-5620f0d9eee5,879bd259-b0a6-442f-87c0-9be00bce4968,925efbe0-eac9-4020-aacd-238535cfc93f,809f5bef-b66e-489c-b9df-79816a009fda,81145820-8628-4f10-b9df-19678ce626d4
d5b62a49-81e1-4565-ac41-bc118d727a29,640c5b55-1e9a-465c-b356-5620f0d9eee5,879bd259-b0a6-442f-87c0-9be00bce4968,925efbe0-eac9-4020-aacd-238535cfc93f,809f5bef-b66e-489c-b9df-79816a009fda,81145820-8628-4f10-b9df-19678ce626d4
167e5175-893a-4a07-930e-f3be5d42cdd8,640c5b55-1e9a-465c-b356-5620f0d9eee5,879bd259-b0a6-442f-87c0-9be00bce4968,925efbe0-eac9-4020-aacd-238535cfc93f,809f5bef-b66e-489c-b9df-79816a009fda,81145820-8628-4f10-b9df-19678ce626d4
b618f120-085c-48dd-948e-9d4fdc355488,640c5b55-1e9a-465c-b356-5620f0d9eee5,879bd259-b0a6-442f-87c0-9be00bce4968,925efbe0-eac9-4020-aacd-238535cfc93f,809f5bef-b66e-489c-b9df-79816a009fda,81145820-8628-4f10-b9df-19678ce626d4
601543a4-cbe7-460d-848f-e8693020fa4e,640c5b55-1e9a-465c-b356-5620f0d9eee5,879bd259-b0a6-442f-87c0-9be00bce4968,925efbe0-eac9-4020-aacd-238535cfc93f,809f5bef-b66e-489c-b9df-79816a009fda,81145820-8628-4f10-b9df-19678ce626d4
b686e1c4-1960-4462-b719-a4ca753969b8,640c5b55-1e9a-465c-b356-5620f0d9eee5,879bd259-b0a6-442f-87c0-9be00bce4968,925efbe0-eac9-4020-aacd-238535cfc93f,809f5bef-b66e-489c-b9df-79816a009fda,81145820-8628-4f10-b9df-19678ce626d4
66bea845-72a0-4af2-868c-4a796580f7a7,640c5b55-1e9a-465c-b356-5620f0d9eee5,879bd259-b0a6-442f-87c0-9be00bce4968,925efbe0-eac9-4020-aacd-238535cfc93f,809f5bef-b66e-489c-b9df-79816a009fda,81145820-8628-4f10-b9df-19678ce626d4
02724de5-bad4-49d7-9f8d-959c8d5b994a,640c5b55-1e9a-465c-b356-5620f0d9eee5,879bd259-b0a6-442f-87c0-9be00bce4968,925efbe0-eac9-4020-aacd-238535cfc93f,809f5bef-b66e-489c-b9df-79816a009fda,81145820-8628-4f10-b9df-19678ce626d4
85fd1441-6ab6-4039-aea4-74ff164a7824,640c5b55-1e9a-465c-b356-5620f0d9eee5,879bd259-b0a6-442f-87c0-9be00bce4968,925efbe0-eac9-4020-aacd-238535cfc93f,809f5bef-b66e-489c-b9df-79816a009fda,81145820-8628-4f10-b9df-19678ce626d4
ca3ad960-b905-4dad-a6bc-2981077920d7,640c5b55-1e9a-465c-b356-5620f0d9eee5,879bd259-b0a6-442f-87c0-9be00bce4968,925efbe0-eac9-4020-aacd-238535cfc93f,809f5bef-b66e-489c-b9df-79816a009fda,81145820-8628-4f10-b9df-19678ce626d4
8cbd56ee-4ff0-4825-9d60-57942a65d885,640c5b55-1e9a-465c-b356-5620f0d9eee5,879bd259-b0a6-442f-87c0-9be00bce4968,925efbe0-eac9-4020-aacd-238535cfc93f,809f5bef-b66e-489c-b9df-79816a009fda,81145820-8628-4f10-b9df-19678ce626d4
df146eb9-8ef3-4a68-bc85-d2abf8d53816,640c5b55-1e9a-465c-b356-5620f0d9eee5,879bd259-b0a6-442f-87c0-9be00bce4968,925efbe0-eac9-4020-aacd-238535cfc93f,809f5bef-b66e-489c-b9df-79816a009fda,81145820-8628-4f10-b9df-19678ce626d4
dfe5d3d9-018e-4cb4-afd5-2c72f3f2bc3f,640c5b55-1e9a-465c-b356-5620f0d9eee5,879bd259-b0a6-442f-87c0-9be00bce4968,925efbe0-eac9-4020-aacd-238535cfc93f,809f5bef-b66e-489c-b9df-79816a009fda,81145820-8628-4f10-b9df-19678ce626d4
1abc49a4-8c0d-484e-a66a-84d4d8f62db6,640c5b55-1e9a-465c-b356-5620f0d9eee5,879bd259-b0a6-442f-87c0-9be00bce4968,925efbe0-eac9-4020-aacd-238535cfc93f,809f5bef-b66e-489c-b9df-79816a009fda,81145820-8628-4f10-b9df-19678ce626d4
3dded724-3858-4b4d-9f17-590f74a92a8b,640c5b55-1e9a-465c-b356-5620f0d9eee5,879bd259-b0a6-442f-87c0-9be00bce4968,925efbe0-eac9-4020-aacd-238535cfc93f,809f5bef-b66e-489c-b9df-79816a009fda,81145820-8628-4f10-b9df-19678ce626d4
c3ee358a-478d-4fb6-8a62-9c7fb890950c,640c5b55-1e9a-465c-b356-5620f0d9eee5,879bd259-b0a6-442f-87c0-9be00bce4968,925efbe0-eac9-4020-aacd-238535cfc93f,809f5bef-b66e-489c-b9df-79816a009fda,81145820-8628-4f10-b9df-19678ce626d4
b776d4e0-1ef1-4544-9c11-66c7eb8504f6,640c5b55-1e9a-465c-b356-5620f0d9eee5,879bd259-b0a6-442f-87c0-9be00bce4968,925efbe0-eac9-4020-aacd-238535cfc93f,809f5bef-b66e-489c-b9df-79816a009fda,81145820-8628-4f10-b9df-19678ce626d4
b201373a-ba46-4cca-be3b-29ea859233ef,640c5b55-1e9a-465c-b356-5620f0d9eee5,879bd259-b0a6-442f-87c0-9be00bce4968,925efbe0-eac9-4020-aacd-238535cfc93f,809f5bef-b66e-489c-b9df-79816a009fda,81145820-8628-4f10-b9df-19678ce626d4
6086d699-754f-4ac7-b696-79f539529e4d,640c5b55-1e9a-465c-b356-5620f0d9eee5,879bd259-b0a6-442f-87c0-9be00bce4968,925efbe0-eac9-4020-aacd-238535cfc93f,809f5bef-b66e-489c-b9df-79816a009fda,81145820-8628-4f10-b9df-19678ce626d4
b0d6ec8e-ce79-4fd0-b68a-78d0eeb6b3e0,640c5b55-1e9a-465c-b356-5620f0d9eee5,879bd259-b0a6-442f-87c0-9be00bce4968,925efbe0-eac9-4020-aacd-238535cfc93f,809f5bef-b66e-489c-b9df-79816a009fda,81145820-8628-4f10-b9df-19678ce626d4
7a46730c-f06e-4da4-8181-2bc3dd89db41,7befb508-150e-43e2-8368-e065f26301ef,879bd259-b0a6-442f-87c0-9be00bce4968,925efbe0-eac9-4020-aacd-238535cfc93f,809f5bef-b66e-489c-b9df-79816a009fda,81145820-8628-4f10-b9df-19678ce626d4
32909999-3934-47bf-8543-660f32676111,7befb508-150e-43e2-8368-e065f26301ef,879bd259-b0a6-442f-87c0-9be00bce4968,925efbe0-eac9-4020-aacd-238535cfc93f,809f5bef-b66e-489c-b9df-79816a009fda,81145820-8628-4f10-b9df-19678ce626d4
c202c321-c353-4009-9743-4103e1a34e9f,7befb508-150e-43e2-8368-e065f26301ef,879bd259-b0a6-442f-87c0-9be00bce4968,925efbe0-eac9-4020-aacd-238535cfc93f,809f5bef-b66e-489c-b9df-79816a009fda,81145820-8628-4f10-b9df-19678ce626d4
506b8189-08fd-49e9-9266-9c1d45c78c91,7befb508-150e-43e2-8368-e065f26301ef,879bd259-b0a6-442f-87c0-9be00bce4968,925efbe0-eac9-4020-aacd-238535cfc93f,809f5bef-b66e-489c-b9df-79816a009fda,81145820-8628-4f10-b9df-19678ce626d4
a0276ff5-2ee2-45e9-ad64-87033bb8945f,7befb508-150e-43e2-8368-e065f26301ef,879bd259-b0a6-442f-87c0-9be00bce4968,925efbe0-eac9-4020-aacd-238535cfc93f,809f5bef-b66e-489c-b9df-79816a009fda,81145820-8628-4f10-b9df-19678ce626d4
6f3bfe46-1673-4b52-9649-2594b848c8e8,7befb508-150e-43e2-8368-e065f26301ef,879bd259-b0a6-442f-87c0-9be00bce4968,925efbe0-eac9-4020-aacd-238535cfc93f,809f5bef-b66e-489c-b9df-79816a009fda,81145820-8628-4f10-b9df-19678ce626d4
