lesson_id,topic_id,course_id,track_id,profession_id,faculty_id
62c62807-5035-4728-b33d-c54f5992ec23,3d936515-b9a7-4e1f-8cb8-8552455e1391,d1c6e893-b97f-4421-81ec-e2c17b53e815,65cbd3d6-bc84-4a7e-94ee-4e3567681b83,a6b13643-6178-405e-ac4c-9837b31f126f,81145820-8628-4f10-b9df-19678ce626d4
18572100-5a44-4243-b26b-341da5e7e20e,3d936515-b9a7-4e1f-8cb8-8552455e1391,d1c6e893-b97f-4421-81ec-e2c17b53e815,65cbd3d6-bc84-4a7e-94ee-4e3567681b83,a6b13643-6178-405e-ac4c-9837b31f126f,81145820-8628-4f10-b9df-19678ce626d4
6a3a085e-7511-497f-b5c9-9935777b9370,3d936515-b9a7-4e1f-8cb8-8552455e1391,d1c6e893-b97f-4421-81ec-e2c17b53e815,65cbd3d6-bc84-4a7e-94ee-4e3567681b83,a6b13643-6178-405e-ac4c-9837b31f126f,81145820-8628-4f10-b9df-19678ce626d4
2d3c909b-1d63-4572-a3cd-54bde1685478,3d936515-b9a7-4e1f-8cb8-8552455e1391,d1c6e893-b97f-4421-81ec-e2c17b53e815,65cbd3d6-bc84-4a7e-94ee-4e3567681b83,a6b13643-6178-405e-ac4c-9837b31f126f,81145820-8628-4f10-b9df-19678ce626d4
23afcf3a-b5ad-4dfd-ad17-bfd5ab253f5a,3d936515-b9a7-4e1f-8cb8-8552455e1391,d1c6e893-b97f-4421-81ec-e2c17b53e815,65cbd3d6-bc84-4a7e-94ee-4e3567681b83,a6b13643-6178-405e-ac4c-9837b31f126f,81145820-8628-4f10-b9df-19678ce626d4
cadf3d6e-ae56-44b8-93e8-edb8f06634de,3d936515-b9a7-4e1f-8cb8-8552455e1391,d1c6e893-b97f-4421-81ec-e2c17b53e815,65cbd3d6-bc84-4a7e-94ee-4e3567681b83,a6b13643-6178-405e-ac4c-9837b31f126f,81145820-8628-4f10-b9df-19678ce626d4
6370e62c-b8c6-4948-bd44-3b8937351196,3d936515-b9a7-4e1f-8cb8-8552455e1391,d1c6e893-b97f-4421-81ec-e2c17b53e815,65cbd3d6-bc84-4a7e-94ee-4e3567681b83,a6b13643-6178-405e-ac4c-9837b31f126f,81145820-8628-4f10-b9df-19678ce626d4
cb02b037-f3cd-448f-a3c5-e818fcce7fd4,3d936515-b9a7-4e1f-8cb8-8552455e1391,d1c6e893-b97f-4421-81ec-e2c17b53e815,65cbd3d6-bc84-4a7e-94ee-4e3567681b83,a6b13643-6178-405e-ac4c-9837b31f126f,81145820-8628-4f10-b9df-19678ce626d4
3fc1d266-167b-4be6-bc0e-72178da5209b,9c5bbbe0-8716-4c82-a8fa-7cc459e27c00,3fbf8db8-3129-4fd3-982e-d34a084ff2ae,65cbd3d6-bc84-4a7e-94ee-4e3567681b83,a6b13643-6178-405e-ac4c-9837b31f126f,81145820-8628-4f10-b9df-19678ce626d4
f3d43807-d1a3-4820-8272-a80d66930f5c,9c5bbbe0-8716-4c82-a8fa-7cc459e27c00,3fbf8db8-3129-4fd3-982e-d34a084ff2ae,65cbd3d6-bc84-4a7e-94ee-4e3567681b83,a6b13643-6178-405e-ac4c-9837b31f126f,81145820-8628-4f10-b9df-19678ce626d4
